0_precision,0_recall,0_f1-score,0_support,1_precision,1_recall,1_f1-score,1_support,2_precision,2_recall,2_f1-score,2_support,3_precision,3_recall,3_f1-score,3_support,4_precision,4_recall,4_f1-score,4_support,5_precision,5_recall,5_f1-score,5_support,6_precision,6_recall,6_f1-score,6_support,7_precision,7_recall,7_f1-score,7_support,8_precision,8_recall,8_f1-score,8_support,9_precision,9_recall,9_f1-score,9_support,accuracy,macro avg_precision,macro avg_recall,macro avg_f1-score,macro avg_support,weighted avg_precision,weighted avg_recall,weighted avg_f1-score,weighted avg_support,lda_components
0.6557971014492754,0.6033333333333334,0.6284722222222222,300.0,0.8069620253164557,0.85,0.827922077922078,300.0,0.5836575875486382,0.5,0.5385996409335727,300.0,0.6692913385826772,0.5666666666666667,0.6137184115523465,300.0,0.501779359430605,0.47,0.4853700516351119,300.0,0.680921052631579,0.69,0.6854304635761589,300.0,0.6066066066066066,0.6733333333333333,0.6382306477093207,300.0,0.623015873015873,0.5233333333333333,0.5688405797101449,300.0,0.44019138755980863,0.6133333333333333,0.5125348189415042,300.0,0.5566343042071198,0.5733333333333334,0.5648604269293924,300.0,0.6063333333333333,0.6124856636348638,0.6063333333333334,0.6063979341131852,3000.0,0.6124856636348639,0.6063333333333333,0.6063979341131852,3000.0,9
