0_precision,0_recall,0_f1-score,0_support,1_precision,1_recall,1_f1-score,1_support,2_precision,2_recall,2_f1-score,2_support,3_precision,3_recall,3_f1-score,3_support,4_precision,4_recall,4_f1-score,4_support,5_precision,5_recall,5_f1-score,5_support,6_precision,6_recall,6_f1-score,6_support,7_precision,7_recall,7_f1-score,7_support,8_precision,8_recall,8_f1-score,8_support,9_precision,9_recall,9_f1-score,9_support,accuracy,macro avg_precision,macro avg_recall,macro avg_f1-score,macro avg_support,weighted avg_precision,weighted avg_recall,weighted avg_f1-score,weighted avg_support,feature_type
0.8129496402877698,0.7533333333333333,0.7820069204152249,300.0,0.8483870967741935,0.8766666666666667,0.8622950819672132,300.0,0.7706093189964157,0.7166666666666667,0.7426597582037997,300.0,0.7056451612903226,0.5833333333333334,0.6386861313868614,300.0,0.6438356164383562,0.6266666666666667,0.6351351351351351,300.0,0.7408536585365854,0.81,0.7738853503184714,300.0,0.6946107784431138,0.7733333333333333,0.7318611987381703,300.0,0.7362204724409449,0.6233333333333333,0.6750902527075813,300.0,0.5977653631284916,0.7133333333333334,0.6504559270516718,300.0,0.6551724137931034,0.6966666666666667,0.6752827140549273,300.0,0.7173333333333334,0.7206049520129296,0.7173333333333333,0.7167358469979057,3000.0,0.7206049520129298,0.7173333333333334,0.7167358469979057,3000.0,subset_14x14
