0_precision,0_recall,0_f1-score,0_support,1_precision,1_recall,1_f1-score,1_support,2_precision,2_recall,2_f1-score,2_support,3_precision,3_recall,3_f1-score,3_support,4_precision,4_recall,4_f1-score,4_support,5_precision,5_recall,5_f1-score,5_support,6_precision,6_recall,6_f1-score,6_support,7_precision,7_recall,7_f1-score,7_support,8_precision,8_recall,8_f1-score,8_support,9_precision,9_recall,9_f1-score,9_support,accuracy,macro avg_precision,macro avg_recall,macro avg_f1-score,macro avg_support,weighted avg_precision,weighted avg_recall,weighted avg_f1-score,weighted avg_support,feature_type
0.358974358974359,0.32666666666666666,0.34205933682373474,300.0,0.5161290322580645,0.4266666666666667,0.46715328467153283,300.0,0.45180722891566266,0.25,0.3218884120171674,300.0,0.4411764705882353,0.1,0.16304347826086957,300.0,0.30708661417322836,0.13,0.18266978922716628,300.0,0.2931854199683043,0.6166666666666667,0.39742212674543503,300.0,0.2983508245877061,0.6633333333333333,0.41158221302998965,300.0,0.2379746835443038,0.31333333333333335,0.27050359712230215,300.0,0.2604166666666667,0.16666666666666666,0.2032520325203252,300.0,0.351931330472103,0.2733333333333333,0.3076923076923077,300.0,0.32666666666666666,0.3517032630148634,0.3266666666666667,0.30672665781108305,3000.0,0.3517032630148634,0.32666666666666666,0.30672665781108305,3000.0,subset_14x14
