0_precision,0_recall,0_f1-score,0_support,1_precision,1_recall,1_f1-score,1_support,2_precision,2_recall,2_f1-score,2_support,3_precision,3_recall,3_f1-score,3_support,4_precision,4_recall,4_f1-score,4_support,5_precision,5_recall,5_f1-score,5_support,6_precision,6_recall,6_f1-score,6_support,7_precision,7_recall,7_f1-score,7_support,8_precision,8_recall,8_f1-score,8_support,9_precision,9_recall,9_f1-score,9_support,macro avg_precision,macro avg_recall,macro avg_f1-score,macro avg_support,weighted avg_precision,weighted avg_recall,weighted avg_f1-score,weighted avg_support,accuracy,lda_components
0.9422382671480144,0.87,0.9046793760831889,300,0.9475409836065574,0.9633333333333334,0.9553719008264463,300,0.9322033898305084,0.9166666666666666,0.9243697478991596,300,0.8464052287581699,0.8633333333333333,0.8547854785478547,300,0.8267477203647416,0.9066666666666666,0.8648648648648648,300,0.9177631578947368,0.93,0.923841059602649,300,0.9078947368421053,0.92,0.913907284768212,300,0.8885135135135135,0.8766666666666667,0.8825503355704699,300,0.875,0.91,0.892156862745098,300,0.9411764705882353,0.8533333333333334,0.8951048951048952,300,0.9025483468546582,0.901,0.9011631806012839,3000,0.9025483468546582,0.901,0.9011631806012838,3000,0.901,9
