0_precision,0_recall,0_f1-score,0_support,1_precision,1_recall,1_f1-score,1_support,2_precision,2_recall,2_f1-score,2_support,3_precision,3_recall,3_f1-score,3_support,4_precision,4_recall,4_f1-score,4_support,5_precision,5_recall,5_f1-score,5_support,6_precision,6_recall,6_f1-score,6_support,7_precision,7_recall,7_f1-score,7_support,8_precision,8_recall,8_f1-score,8_support,9_precision,9_recall,9_f1-score,9_support,accuracy,macro avg_precision,macro avg_recall,macro avg_f1-score,macro avg_support,weighted avg_precision,weighted avg_recall,weighted avg_f1-score,weighted avg_support,feature_type
0.9479166666666666,0.91,0.9285714285714286,300.0,0.9575163398692811,0.9766666666666667,0.966996699669967,300.0,0.974169741697417,0.88,0.9246935201401051,300.0,0.8705501618122977,0.8966666666666666,0.8834154351395731,300.0,0.8660130718954249,0.8833333333333333,0.8745874587458746,300.0,0.9488054607508533,0.9266666666666666,0.9376053962900506,300.0,0.8538011695906432,0.9733333333333334,0.9096573208722741,300.0,0.9184397163120568,0.8633333333333333,0.8900343642611683,300.0,0.9081967213114754,0.9233333333333333,0.915702479338843,300.0,0.9194630872483222,0.9133333333333333,0.9163879598662207,300.0,0.9146666666666666,0.9164872137154438,0.9146666666666666,0.9147652062895506,3000.0,0.9164872137154438,0.9146666666666666,0.9147652062895506,3000.0,full_28x28
