0_precision,0_recall,0_f1-score,0_support,1_precision,1_recall,1_f1-score,1_support,2_precision,2_recall,2_f1-score,2_support,3_precision,3_recall,3_f1-score,3_support,4_precision,4_recall,4_f1-score,4_support,5_precision,5_recall,5_f1-score,5_support,6_precision,6_recall,6_f1-score,6_support,7_precision,7_recall,7_f1-score,7_support,8_precision,8_recall,8_f1-score,8_support,9_precision,9_recall,9_f1-score,9_support,accuracy,macro avg_precision,macro avg_recall,macro avg_f1-score,macro avg_support,weighted avg_precision,weighted avg_recall,weighted avg_f1-score,weighted avg_support,lda_components
0.6180555555555556,0.5933333333333334,0.6054421768707483,300.0,0.7959866220735786,0.7933333333333333,0.7946577629382304,300.0,0.5638766519823789,0.4266666666666667,0.4857685009487666,300.0,0.6309963099630996,0.57,0.5989492119089317,300.0,0.5169811320754717,0.45666666666666667,0.4849557522123894,300.0,0.6178343949044586,0.6466666666666666,0.6319218241042345,300.0,0.528395061728395,0.7133333333333334,0.6070921985815603,300.0,0.532051282051282,0.5533333333333333,0.5424836601307189,300.0,0.4491525423728814,0.53,0.48623853211009177,300.0,0.5735849056603773,0.5066666666666667,0.5380530973451327,300.0,0.579,0.5826914458367478,0.5790000000000001,0.5775562717150804,3000.0,0.5826914458367478,0.579,0.5775562717150805,3000.0,9
