0_precision,0_recall,0_f1-score,0_support,1_precision,1_recall,1_f1-score,1_support,2_precision,2_recall,2_f1-score,2_support,3_precision,3_recall,3_f1-score,3_support,4_precision,4_recall,4_f1-score,4_support,5_precision,5_recall,5_f1-score,5_support,6_precision,6_recall,6_f1-score,6_support,7_precision,7_recall,7_f1-score,7_support,8_precision,8_recall,8_f1-score,8_support,9_precision,9_recall,9_f1-score,9_support,macro avg_precision,macro avg_recall,macro avg_f1-score,macro avg_support,weighted avg_precision,weighted avg_recall,weighted avg_f1-score,weighted avg_support,lda_components,accuracy
0.9230769230769231,0.92,0.9215358931552587,300,0.9455128205128205,0.9833333333333333,0.9640522875816994,300,0.9273927392739274,0.9366666666666666,0.9320066334991708,300,0.8774834437086093,0.8833333333333333,0.8803986710963455,300,0.8721311475409836,0.8866666666666667,0.8793388429752066,300,0.9389830508474576,0.9233333333333333,0.9310924369747898,300,0.9344827586206896,0.9033333333333333,0.9186440677966101,300,0.9103448275862069,0.88,0.8949152542372882,300,0.873015873015873,0.9166666666666666,0.894308943089431,300,0.9273356401384083,0.8933333333333333,0.9100169779286927,300,0.9129759224321898,0.9126666666666665,0.9126310008334494,3000,0.91297592243219,0.9126666666666666,0.9126310008334493,3000,9,0.9126666666666666
